,Name,Publisher,Year_of_Release,Game_Age,Genre,Platform,Platform_Launch_Year,Game_released_xYears_after_Platform,Platform_Death,Years_since_Platform_Discontinued,Platform_Lifespan,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
209,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Nintendo,2007,9,Role-Playing,DS,2004,3,2013,3,9,1.83,1.19,1.54,0.37,4.93
210,Fallout 3,Other,2008,8,Role-Playing,X360,2005,3,2016,0,11,3.4,0.99,0.09,0.45,4.93
211,Uncharted: Drake's Fortune,Sony Computer Entertainment,2007,9,Action,PS3,2006,1,2016,0,10,2.31,1.72,0.12,0.77,4.92
212,Madden NFL 06,Electronic Arts,2005,11,Sports,PS2,2000,5,2013,3,13,3.98,0.26,0.01,0.66,4.91
213,Diddy Kong Racing,Nintendo,1997,19,Racing,N64,1996,1,2002,14,6,2.91,0.99,0.89,0.1,4.88
214,Monster Hunter Freedom 3,Capcom,2010,6,Role-Playing,PSP,2004,6,2014,2,10,0.0,0.0,4.87,0.0,4.87
215,Super Smash Bros. for Wii U and 3DS,Nintendo,2014,2,Fighting,WiiU,2012,2,2016,0,4,2.6,1.08,0.81,0.38,4.87
216,Dr. Mario,Nintendo,1990,26,Puzzle,NES,1983,7,1995,21,12,2.62,0.6,1.52,0.1,4.85
217,StarCraft II: Wings of Liberty,Activision,2010,6,Strategy,PC,1977,33,2016,0,39,2.57,1.68,0.0,0.58,4.84
218,Assassin's Creed,Ubisoft,2007,9,Adventure,PS3,2006,1,2016,0,10,1.91,2.0,0.09,0.82,4.82
219,God of War III,Sony Computer Entertainment,2010,6,Action,PS3,2006,4,2016,0,10,2.74,1.33,0.12,0.61,4.8
220,Crash Team Racing,Sony Computer Entertainment,1999,17,Racing,PS,1994,5,2000,16,6,2.57,1.57,0.44,0.21,4.79
221,LEGO Star Wars: The Complete Saga,Other,2007,9,Action,DS,2004,3,2013,3,9,2.83,1.48,0.0,0.45,4.76
222,Driver 2,Atari,2000,16,Action,PS,1994,6,2000,16,6,2.36,2.1,0.02,0.25,4.73
223,Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,5,Action,X360,2005,6,2016,0,11,2.99,1.27,0.04,0.42,4.73
224,The Last of Us,Sony Computer Entertainment,2014,2,Action,PS4,2013,1,2016,0,3,1.88,2.0,0.07,0.77,4.71
225,The Simpsons: Hit & Run,Vivendi Games,2003,13,Racing,PS2,2000,3,2013,3,13,1.73,2.19,0.0,0.79,4.7
226,Tony Hawk's Pro Skater 2,Activision,2000,16,Sports,PS,1994,6,2000,16,6,3.05,1.41,0.02,0.2,4.68
227,The Lord of the Rings: The Two Towers,Electronic Arts,2002,14,Action,PS2,2000,2,2013,3,13,1.94,1.95,0.08,0.7,4.67
228,Tomb Raider,Eidos Interactive,1996,20,Action,PS,1994,2,2000,16,6,2.29,1.97,0.13,0.24,4.63
229,Animal Crossing: City Folk,Nintendo,2008,8,Simulation,Wii,2006,2,2016,0,10,1.82,1.12,1.32,0.36,4.62
230,Uncharted: The Nathan Drake Collection,Sony Computer Entertainment,2015,1,Action,PS4,2013,2,2016,0,3,2.07,1.71,0.08,0.76,4.62
231,The Legend of Zelda: A Link to the Past,Nintendo,1991,25,Action,SNES,1990,1,2003,13,13,2.42,0.91,1.15,0.13,4.61
232,The Legend of Zelda: The Wind Waker,Nintendo,2002,14,Action,GC,2001,1,2007,9,6,2.6,0.99,0.89,0.13,4.6
233,Guitar Hero III: Legends of Rock,Activision,2007,9,Misc,Wii,2006,1,2016,0,10,3.04,1.11,0.0,0.43,4.6
234,Luigi's Mansion: Dark Moon,Nintendo,2013,3,Action,3DS,2011,2,2016,0,5,1.8,1.39,1.11,0.29,4.59
235,Forza Motorsport 4,Microsoft Game Studios,2011,5,Racing,X360,2005,6,2016,0,11,2.08,1.97,0.06,0.46,4.57
236,Mario & Sonic at the Olympic Winter Games,Sega,2009,7,Sports,Wii,2006,3,2016,0,10,1.87,1.96,0.22,0.48,4.53
237,Madden NFL 2005,Electronic Arts,2004,12,Sports,PS2,2000,4,2013,3,13,4.18,0.26,0.01,0.08,4.53
238,Guitar Hero III: Legends of Rock,Activision,2007,9,Misc,X360,2005,2,2016,0,11,3.19,0.91,0.01,0.42,4.53
239,Pitfall!,Activision,1981,35,Platform,2600,1977,4,1992,24,15,4.21,0.24,0.0,0.05,4.5
240,Madden NFL 07,Electronic Arts,2006,10,Sports,PS2,2000,6,2013,3,13,3.63,0.24,0.01,0.61,4.49
241,Halo 5: Guardians,Microsoft Game Studios,2015,1,Shooter,XOne,2013,2,2016,0,3,2.78,1.27,0.03,0.41,4.48
242,Spider-Man: The Movie,Activision,2002,14,Action,PS2,2000,2,2013,3,13,2.71,1.51,0.03,0.23,4.48
243,Dragon Quest VII: Warriors of Eden,Other,2000,16,Role-Playing,PS,1994,6,2000,16,6,0.2,0.14,4.1,0.02,4.47
244,Call of Duty: Infinite Warfare,Activision,2016,0,Shooter,PS4,2013,3,2016,0,3,1.61,2.0,0.15,0.71,4.46
245,God of War,Sony Computer Entertainment,2005,11,Action,PS2,2000,5,2013,3,13,2.71,1.29,0.02,0.43,4.45
246,Splatoon,Nintendo,2015,1,Shooter,WiiU,2012,3,2016,0,4,1.54,1.18,1.46,0.26,4.43
247,Nintendo Land,Nintendo,2012,4,Misc,WiiU,2012,0,2016,0,4,2.52,1.11,0.46,0.33,4.42
248,Tony Hawk's Pro Skater 3,Activision,2001,15,Sports,PS2,2000,1,2013,3,13,2.66,1.29,0.01,0.46,4.41
249,Winning Eleven: Pro Evolution Soccer 2007,Konami Digital Entertainment,2006,10,Sports,PS2,2000,6,2013,3,13,0.1,2.39,1.05,0.86,4.39
250,The Elder Scrolls IV: Oblivion,Take-Two Interactive,2006,10,Role-Playing,X360,2005,1,2016,0,11,2.82,1.03,0.13,0.4,4.38
251,Zelda II: The Adventure of Link,Nintendo,1987,29,Adventure,NES,1983,4,1995,21,12,2.19,0.5,1.61,0.08,4.38
252,Need for Speed: Most Wanted,Electronic Arts,2005,11,Racing,PS2,2000,5,2013,3,13,2.03,1.79,0.08,0.47,4.37
253,Michael Jackson: The Experience,Ubisoft,2010,6,Misc,Wii,2006,4,2016,0,10,2.64,1.33,0.01,0.39,4.36
254,Call of Duty: Advanced Warfare,Activision,2014,2,Shooter,PS3,2006,8,2016,0,10,1.56,1.93,0.19,0.68,4.36
255,Resistance: Fall of Man,Sony Computer Entertainment,2006,10,Shooter,PS3,2006,0,2016,0,10,1.74,1.72,0.14,0.75,4.34
256,Sonic the Hedgehog,Sega,1991,25,Platform,GEN,1988,3,1997,19,9,3.03,0.91,0.26,0.13,4.34
257,Kingdom Hearts II,Square Enix,2005,11,Role-Playing,PS2,2000,5,2013,3,13,2.2,0.58,1.38,0.17,4.33
258,The Legend of Zelda: Ocarina of Time,Nintendo,2011,5,Action,3DS,2011,0,2016,0,5,2.09,1.31,0.62,0.31,4.33
259,Super Mario 3D World,Nintendo,2013,3,Platform,WiiU,2012,1,2016,0,4,2.11,1.16,0.73,0.32,4.32
260,Minecraft,Other,2014,2,Misc,PS4,2013,1,2016,0,3,1.48,2.02,0.14,0.68,4.32
261,Asteroids,Atari,1980,36,Shooter,2600,1977,3,1992,24,15,4.0,0.26,0.0,0.05,4.31
262,Call of Duty: Advanced Warfare,Activision,2014,2,Shooter,X360,2005,9,2016,0,11,2.77,1.11,0.0,0.4,4.29
263,FIFA 15,Electronic Arts,2014,2,Sports,PS3,2006,8,2016,0,10,0.58,3.02,0.04,0.64,4.28
264,Fable II,Microsoft Game Studios,2008,8,Role-Playing,X360,2005,3,2016,0,11,2.51,1.24,0.11,0.41,4.27
265,Namco Museum,Namco Bandai Games,2001,15,Misc,GBA,2001,0,2010,6,9,3.0,1.11,0.05,0.07,4.24
266,Batman: Arkham Asylum,Eidos Interactive,2009,7,Action,PS3,2006,3,2016,0,10,2.24,1.31,0.07,0.61,4.23
267,Metal Gear Solid 3: Snake Eater,Konami Digital Entertainment,2004,12,Action,PS2,2000,4,2013,3,13,1.46,0.0,0.83,1.93,4.23
268,Assassin's Creed: Revelations,Ubisoft,2011,5,Action,PS3,2006,5,2016,0,10,1.41,2.01,0.1,0.7,4.22
269,Fallout 4,Other,2015,1,Role-Playing,XOne,2013,2,2016,0,3,2.51,1.32,0.01,0.38,4.22
270,FIFA 14,Electronic Arts,2013,3,Sports,X360,2005,8,2016,0,11,0.92,2.89,0.01,0.4,4.22
271,Daxter,Sony Computer Entertainment,2006,10,Platform,PSP,2004,2,2014,2,10,2.45,1.01,0.0,0.75,4.21
272,Warcraft II: Tides of Darkness,Activision,1995,21,Strategy,PC,1977,18,2016,0,39,1.7,2.27,0.0,0.23,4.21
273,FIFA Soccer 06,Electronic Arts,2005,11,Sports,PS2,2000,5,2013,3,13,0.78,2.55,0.04,0.84,4.21
274,EyeToy Play,Sony Computer Entertainment,2003,13,Misc,PS2,2000,3,2013,3,13,0.88,2.3,0.2,0.83,4.2
275,Gran Turismo 5 Prologue,Sony Computer Entertainment,2007,9,Racing,PS3,2006,1,2016,0,10,1.28,1.82,0.57,0.52,4.19
276,Assassin's Creed: Revelations,Ubisoft,2011,5,Action,X360,2005,6,2016,0,11,2.25,1.47,0.04,0.43,4.19
277,FIFA 12,Electronic Arts,2011,5,Sports,X360,2005,6,2016,0,11,0.84,2.78,0.02,0.53,4.18
278,Teenage Mutant Ninja Turtles,Other,1989,27,Action,NES,1983,6,1995,21,12,3.38,0.44,0.31,0.04,4.17
279,Street Fighter IV,Capcom,2009,7,Fighting,PS3,2006,3,2016,0,10,2.03,1.04,0.58,0.52,4.16
280,Excitebike,Nintendo,1984,32,Racing,NES,1983,1,1995,21,12,2.04,0.48,1.57,0.07,4.16
281,Frogger,Other,1997,19,Action,PS,1994,3,2000,16,6,3.79,0.27,0.0,0.11,4.16
282,Madden NFL 2003,Electronic Arts,2002,14,Sports,PS2,2000,2,2013,3,13,3.36,0.21,0.01,0.56,4.14
283,Half-Life,Vivendi Games,1997,19,Shooter,PC,1977,20,2016,0,39,4.03,0.0,0.09,0.0,4.12
284,Super Mario World 2: Yoshi's Island,Nintendo,1995,21,Platform,SNES,1990,5,2003,13,13,1.65,0.61,1.76,0.09,4.12
285,FIFA Soccer 07,Electronic Arts,2006,10,Sports,PS2,2000,6,2013,3,13,0.71,2.48,0.03,0.89,4.11
286,Street Fighter II Turbo,Capcom,1992,24,Fighting,SNES,1990,2,2003,13,13,1.42,0.51,2.1,0.07,4.1
287,World of Warcraft: The Burning Crusade,Activision,2007,9,Role-Playing,PC,1977,30,2016,0,39,2.57,1.52,0.0,0.0,4.09
288,Battlefield 1,Electronic Arts,2016,0,Shooter,PS4,2013,3,2016,0,3,1.1,2.15,0.21,0.61,4.08
289,God of War II,Sony Computer Entertainment,2007,9,Action,PS2,2000,7,2013,3,13,2.32,0.04,0.04,1.67,4.07
290,World Soccer Winning Eleven 9,Konami Digital Entertainment,2005,11,Sports,PS2,2000,5,2013,3,13,0.12,2.26,0.9,0.77,4.06
291,Fallout: New Vegas,Other,2010,6,Role-Playing,X360,2005,5,2016,0,11,2.66,1.03,0.04,0.33,4.05
292,Forza Motorsport 2,Microsoft Game Studios,2007,9,Racing,X360,2005,2,2016,0,11,2.35,1.27,0.03,0.41,4.05
293,Carnival Games,Take-Two Interactive,2007,9,Misc,Wii,2006,1,2016,0,10,2.12,1.47,0.05,0.42,4.05
294,Watch Dogs,Ubisoft,2014,2,Action,PS4,2013,1,2016,0,3,1.4,1.9,0.11,0.64,4.05
295,Namco Museum Vol.3,Sony Computer Entertainment,1996,20,Misc,PS,1994,2,2000,16,6,2.28,1.55,0.16,0.06,4.05
296,Tekken Tag Tournament,Namco Bandai Games,2000,16,Fighting,PS2,2000,0,2013,3,13,1.68,1.51,0.51,0.35,4.05
297,Far Cry 4,Ubisoft,2014,2,Shooter,PS4,2013,1,2016,0,3,1.13,2.18,0.1,0.63,4.04
298,Star Fox 64,Nintendo,1997,19,Shooter,N64,1996,1,2002,14,6,2.78,0.58,0.64,0.04,4.03
299,Golf,Nintendo,1984,32,Sports,NES,1983,1,1995,21,12,1.22,0.28,2.46,0.04,4.01
300,Namco Museum: 50th Anniversary,Namco Bandai Games,2005,11,Misc,PS2,2000,5,2013,3,13,2.08,1.35,0.0,0.54,3.98
301,Left 4 Dead 2,Electronic Arts,2009,7,Shooter,X360,2005,4,2016,0,11,2.67,0.87,0.05,0.38,3.97
302,The Witcher 3: Wild Hunt,Namco Bandai Games,2015,1,Role-Playing,PS4,2013,2,2016,0,3,1.02,2.13,0.23,0.59,3.97
303,Assassin's Creed: Unity,Ubisoft,2014,2,Action,PS4,2013,1,2016,0,3,1.19,2.07,0.08,0.62,3.96
304,Batman: Arkham Knight,Warner Bros. Interactive Entertainment,2015,1,Action,PS4,2013,2,2016,0,3,1.53,1.69,0.1,0.64,3.95
305,The Legend of Zelda: Skyward Sword,Nintendo,2011,5,Action,Wii,2006,5,2016,0,10,2.03,1.16,0.37,0.38,3.95
306,Fallout 3,Other,2008,8,Role-Playing,PS3,2006,2,2016,0,10,2.15,1.13,0.07,0.59,3.94
307,Professor Layton and the Diabolical Box,Nintendo,2007,9,Puzzle,DS,2004,3,2013,3,9,0.9,1.76,0.92,0.37,3.94
308,Donkey Kong Land,Nintendo,1994,22,Platform,GB,1989,5,2003,13,14,1.97,0.76,1.07,0.11,3.91
309,EA Sports Active,Electronic Arts,2009,7,Sports,Wii,2006,3,2016,0,10,2.09,1.35,0.06,0.4,3.9
310,Tony Hawk's Underground,Activision,2003,13,Sports,PS2,2000,3,2013,3,13,2.29,1.17,0.01,0.42,3.9
311,Monster Hunter 4 Ultimate,Nintendo,2014,2,Role-Playing,3DS,2011,3,2016,0,5,0.68,0.48,2.62,0.11,3.89
312,The Elder Scrolls V: Skyrim,Other,2011,5,Role-Playing,PC,1977,34,2016,0,39,1.16,2.12,0.0,0.6,3.88
313,NBA 2K16,Take-Two Interactive,2015,1,Sports,PS4,2013,2,2016,0,3,2.49,0.66,0.03,0.69,3.88
314,Tekken 5,Namco Bandai Games,2005,11,Fighting,PS2,2000,5,2013,3,13,0.93,1.94,0.31,0.7,3.87
315,Dragon Warrior III,Other,1988,28,Role-Playing,NES,1983,5,1995,21,12,0.1,0.0,3.77,0.0,3.87
316,MotorStorm,Sony Computer Entertainment,2006,10,Racing,PS3,2006,0,2016,0,10,1.53,1.6,0.06,0.67,3.87
317,Nintendogs + cats,Nintendo,2011,5,Simulation,3DS,2011,0,2016,0,5,1.44,1.41,0.73,0.27,3.85
318,World Soccer Winning Eleven 8 International,Konami Digital Entertainment,2004,12,Sports,PS2,2000,4,2013,3,13,0.16,1.89,1.12,0.68,3.85
319,Sports Champions,Sony Computer Entertainment,2010,6,Sports,PS3,2006,4,2016,0,10,2.13,1.12,0.1,0.5,3.84
320,Namco Museum Vol.1,Sony Computer Entertainment,1995,21,Misc,PS,1994,1,2000,16,6,2.12,1.44,0.22,0.06,3.84
321,The Legend of Zelda: Link's Awakening,Nintendo,1992,24,Action,GB,1989,3,2003,13,14,2.21,0.96,0.54,0.13,3.83
322,Call of Duty: Ghosts,Activision,2013,3,Shooter,PS4,2013,0,2016,0,3,1.78,1.43,0.05,0.57,3.83
323,Flash Focus: Vision Training in Minutes a Day,Nintendo,2007,9,Misc,DS,2004,3,2013,3,9,0.86,1.56,1.05,0.35,3.83
324,Tom Clancy's The Division,Ubisoft,2016,0,Shooter,PS4,2013,3,2016,0,3,1.35,1.7,0.15,0.6,3.8
325,Big Brain Academy: Wii Degree,Nintendo,2007,9,Misc,Wii,2006,1,2016,0,10,1.05,1.91,0.41,0.42,3.79
326,Resident Evil Director's Cut,Other,1996,20,Action,PS,1994,2,2000,16,6,1.82,1.24,0.47,0.25,3.77
327,Mario & Luigi: Bowser's Inside Story,Nintendo,2009,7,Role-Playing,DS,2004,5,2013,3,9,2.23,0.47,0.81,0.26,3.77
328,LEGO Indiana Jones: The Original Adventures,Activision,2008,8,Action,X360,2005,3,2016,0,11,2.4,1.01,0.0,0.36,3.76
329,The Sims: Unleashed,Electronic Arts,2002,14,Simulation,PC,1977,25,2016,0,39,2.03,1.56,0.0,0.17,3.76
330,Ratchet & Clank: Size Matters,Sony Computer Entertainment,2007,9,Platform,PSP,2004,3,2014,2,10,1.4,1.39,0.1,0.86,3.74
331,Harry Potter and the Sorcerer's Stone,Electronic Arts,2001,15,Action,PS,1994,7,2000,16,6,1.37,2.0,0.14,0.22,3.73
332,Mario & Sonic at the London 2012 Olympic Games,Sega,2011,5,Sports,Wii,2006,5,2016,0,10,1.12,1.87,0.27,0.45,3.72
333,Resident Evil 3: Nemesis,Eidos Interactive,1999,17,Action,PS,1994,5,2000,16,6,1.3,0.77,1.54,0.11,3.72
334,Super Paper Mario,Nintendo,2007,9,Platform,Wii,2006,1,2016,0,10,1.95,0.86,0.59,0.31,3.71
335,Spyro: Year of the Dragon,Sony Computer Entertainment,2000,16,Platform,PS,1994,6,2000,16,6,1.93,1.58,0.0,0.19,3.71
336,Assassin's Creed IV: Black Flag,Ubisoft,2013,3,Action,PS3,2006,7,2016,0,10,1.33,1.68,0.13,0.57,3.71
337,FIFA Soccer 2005,Electronic Arts,2004,12,Sports,PS2,2000,4,2013,3,13,0.58,2.48,0.04,0.59,3.7
338,Pokémon Trading Card Game,Nintendo,1998,18,Strategy,GB,1989,9,2003,13,14,1.49,0.73,1.38,0.1,3.7
339,Friend Collection,Nintendo,2009,7,Misc,DS,2004,5,2013,3,9,0.0,0.0,3.67,0.0,3.67
340,Tony Hawk's Pro Skater 4,Activision,2002,14,Sports,PS2,2000,2,2013,3,13,2.13,1.18,0.01,0.35,3.67
341,Star Wars Battlefront (2015),Electronic Arts,2015,1,Shooter,XOne,2013,2,2016,0,3,2.04,1.28,0.02,0.32,3.66
342,MySims,Electronic Arts,2007,9,Simulation,DS,2004,3,2013,3,9,1.58,1.59,0.08,0.41,3.66
343,Midnight Club 3: DUB Edition,Take-Two Interactive,2005,11,Racing,PSP,2004,1,2014,2,10,1.65,1.21,0.0,0.79,3.65
344,Banjo-Kazooie,Nintendo,1998,18,Platform,N64,1996,2,2002,14,6,1.87,1.13,0.55,0.1,3.65
345,SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,2002,14,Shooter,PS2,2000,2,2013,3,13,2.53,0.81,0.06,0.24,3.65
346,Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,2001,15,Platform,PS2,2000,1,2013,3,13,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,Nintendo,1999,17,Simulation,N64,1996,3,2002,14,6,2.23,0.68,0.66,0.06,3.63
348,Pro Evolution Soccer 2008,Konami Digital Entertainment,2007,9,Sports,PS2,2000,7,2013,3,13,0.05,0.0,0.64,2.93,3.63
349,Resident Evil 4,Capcom,2005,11,Action,PS2,2000,5,2013,3,13,2.08,0.83,0.46,0.25,3.62
350,Guitar Hero: World Tour,Activision,2008,8,Misc,Wii,2006,2,2016,0,10,2.32,0.96,0.0,0.34,3.62
351,FIFA Soccer 10,Electronic Arts,2009,7,Sports,PS3,2006,3,2016,0,10,0.6,2.45,0.05,0.52,3.62
352,Star Wars: Battlefront,Other,2004,12,Shooter,PS2,2000,4,2013,3,13,1.93,1.22,0.03,0.44,3.61
353,Doom II: Hell on Earth,Other,1994,22,Shooter,PC,1977,17,2016,0,39,2.05,1.4,0.0,0.16,3.61
354,The Simpsons: Road Rage,Electronic Arts,2001,15,Racing,PS2,2000,1,2013,3,13,2.02,1.17,0.0,0.42,3.61
355,Luigi's Mansion,Nintendo,2001,15,Action,GC,2001,0,2007,9,6,2.38,0.67,0.46,0.1,3.6
356,Battlefield 4,Electronic Arts,2013,3,Shooter,PS4,2013,0,2016,0,3,1.35,1.55,0.17,0.51,3.59
357,Star Wars: Battlefront II,Other,2005,11,Shooter,PS2,2000,5,2013,3,13,2.18,1.02,0.03,0.37,3.59
358,Just Dance 2014,Ubisoft,2013,3,Misc,Wii,2006,7,2016,0,10,1.88,1.39,0.0,0.31,3.59
359,Cooking Mama 2: Dinner With Friends,505 Games,2007,9,Simulation,DS,2004,3,2013,3,9,1.6,1.49,0.1,0.39,3.58
360,WWF SmackDown!,THQ,2000,16,Fighting,PS,1994,6,2000,16,6,2.01,1.35,0.06,0.16,3.58
361,Croc: Legend of the Gobbos,Other,1997,19,Platform,PS,1994,3,2000,16,6,1.57,1.79,0.0,0.2,3.56
362,Grand Theft Auto: Liberty City Stories,Take-Two Interactive,2006,10,Action,PS2,2000,6,2013,3,13,1.56,1.4,0.07,0.5,3.54
363,The Getaway,Sony Computer Entertainment,2002,14,Action,PS2,2000,2,2013,3,13,1.23,1.77,0.05,0.49,3.54
364,Tomb Raider III: Adventures of Lara Croft,Eidos Interactive,1997,19,Action,PS,1994,3,2000,16,6,1.66,1.58,0.12,0.18,3.54
365,James Bond 007: Agent Under Fire,Electronic Arts,2001,15,Shooter,PS2,2000,1,2013,3,13,1.9,1.13,0.1,0.41,3.53
366,LEGO Star Wars: The Video Game,Eidos Interactive,2005,11,Action,PS2,2000,5,2013,3,13,1.98,1.14,0.01,0.41,3.53
367,Rugrats in Paris: The Movie,THQ,2000,16,Action,PS,1994,6,2000,16,6,1.96,1.33,0.0,0.23,3.52
368,FIFA Soccer 11,Electronic Arts,2010,6,Sports,X360,2005,5,2016,0,11,0.71,2.39,0.02,0.4,3.52
369,Spyro 2: Ripto's Rage!,Sony Computer Entertainment,1999,17,Platform,PS,1994,5,2000,16,6,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,Electronic Arts,2008,8,Shooter,X360,2005,3,2016,0,11,2.66,0.49,0.05,0.3,3.51
371,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Nintendo,1996,20,Platform,SNES,1990,6,2003,13,13,1.17,0.5,1.75,0.08,3.51
372,Assassin's Creed: Unity,Ubisoft,2014,2,Action,XOne,2013,1,2016,0,3,2.27,0.9,0.0,0.33,3.5
373,Kung Fu,Nintendo,1985,31,Action,NES,1983,2,1995,21,12,1.64,0.38,1.42,0.06,3.5
374,Resident Evil 5,Capcom,2009,7,Action,X360,2005,4,2016,0,11,2.11,0.93,0.12,0.34,3.5
375,Assassin's Creed: Brotherhood,Ubisoft,2010,6,Action,X360,2005,5,2016,0,11,2.85,0.38,0.03,0.24,3.49
376,Battlefield 4,Electronic Arts,2013,3,Shooter,PS3,2006,7,2016,0,10,1.3,1.42,0.27,0.5,3.49
377,Batman: Arkham Asylum,Eidos Interactive,2009,7,Action,X360,2005,4,2016,0,11,2.2,0.95,0.02,0.31,3.48
378,Battlefield 4,Electronic Arts,2013,3,Shooter,X360,2005,8,2016,0,11,2.15,1.01,0.02,0.31,3.48
379,Battlefield: Bad Company 2,Electronic Arts,2010,6,Shooter,X360,2005,5,2016,0,11,2.1,1.01,0.04,0.32,3.47
380,Mario & Sonic at the Olympic Winter Games,Sega,2009,7,Sports,DS,2004,5,2013,3,9,1.21,1.62,0.27,0.37,3.46
381,Guitar Hero: On Tour,Activision,2008,8,Misc,DS,2004,4,2013,3,9,2.1,1.01,0.01,0.35,3.46
382,Clubhouse Games,Nintendo,2006,10,Misc,DS,2004,2,2013,3,9,0.59,1.79,0.73,0.34,3.45
383,Monster Hunter 4,Capcom,2013,3,Role-Playing,3DS,2011,2,2016,0,5,0.0,0.0,3.44,0.0,3.44
384,Borderlands,Take-Two Interactive,2009,7,Shooter,X360,2005,4,2016,0,11,2.4,0.71,0.03,0.29,3.44
385,Tekken 4,Namco Bandai Games,2002,14,Fighting,PS2,2000,2,2013,3,13,1.55,1.27,0.33,0.29,3.44
386,Final Fantasy III,Other,1994,22,Role-Playing,SNES,1990,4,2003,13,13,0.86,0.0,2.55,0.02,3.42
387,Grand Theft Auto 2,Take-Two Interactive,1998,18,Action,PS,1994,4,2000,16,6,1.13,2.07,0.0,0.22,3.42
388,Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,2015,1,Action,PS4,2013,2,2016,0,3,1.09,1.36,0.49,0.48,3.41
389,Spider-Man 2,Activision,2004,12,Action,PS2,2000,4,2013,3,13,1.75,1.2,0.02,0.43,3.41
390,F-1 Race,Nintendo,1990,26,Racing,GB,1989,1,2003,13,14,1.73,0.69,0.59,0.4,3.41
391,FIFA Soccer 2003,Electronic Arts,2002,14,Sports,PS2,2000,2,2013,3,13,0.46,2.28,0.05,0.61,3.4
392,LittleBigPlanet 2,Sony Computer Entertainment,2011,5,Platform,PS3,2006,5,2016,0,10,1.83,1.05,0.06,0.46,3.39
393,Crash Bash,Sony Computer Entertainment,2000,16,Misc,PS,1994,6,2000,16,6,1.56,1.47,0.19,0.17,3.39
394,Assassin's Creed Syndicate,Ubisoft,2015,1,Action,PS4,2013,2,2016,0,3,0.81,1.99,0.07,0.52,3.39
395,LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,2008,8,Action,X360,2005,3,2016,0,11,2.04,1.02,0.0,0.32,3.38
396,Destiny,Activision,2014,2,Shooter,XOne,2013,1,2016,0,3,2.14,0.92,0.0,0.31,3.37
397,WWF War Zone,Acclaim Entertainment,1998,18,Fighting,PS,1994,4,2000,16,6,2.47,0.76,0.0,0.13,3.36
398,The Legend of Zelda: Majora's Mask,Nintendo,2000,16,Action,N64,1996,4,2002,14,6,1.9,0.67,0.73,0.06,3.36
399,Far Cry 3,Ubisoft,2012,4,Shooter,PS3,2006,6,2016,0,10,0.88,1.7,0.1,0.67,3.35
400,Rugrats: Search For Reptar,THQ,1998,18,Adventure,PS,1994,4,2000,16,6,1.63,1.53,0.0,0.18,3.34
401,English Training: Have Fun Improving Your Skills!,Nintendo,2006,10,Misc,DS,2004,2,2013,3,9,0.0,0.99,2.32,0.02,3.33
402,James Bond 007: Nightfire,Electronic Arts,2002,14,Shooter,PS2,2000,2,2013,3,13,1.45,1.29,0.12,0.46,3.33
403,Ratchet & Clank,Sony Computer Entertainment,2002,14,Platform,PS2,2000,2,2013,3,13,1.44,1.01,0.57,0.3,3.33
404,Monster Hunter X,Capcom,2015,1,Action,3DS,2011,4,2016,0,5,0.27,0.21,2.79,0.05,3.32
405,Star Wars Episode III: Revenge of the Sith,Other,2005,11,Action,PS2,2000,5,2013,3,13,1.47,1.39,0.03,0.43,3.32
406,The Legend of Zelda: Spirit Tracks,Nintendo,2009,7,Action,DS,2004,5,2013,3,9,1.4,0.91,0.74,0.26,3.31
407,Max Payne,Take-Two Interactive,2001,15,Shooter,PS2,2000,1,2013,3,13,1.99,1.05,0.05,0.22,3.31
408,Assassin's Creed IV: Black Flag,Ubisoft,2013,3,Action,X360,2005,8,2016,0,11,1.9,1.11,0.01,0.29,3.3
409,The Lord of the Rings: The Return of the King,Electronic Arts,2003,13,Action,PS2,2000,3,2013,3,13,1.5,1.28,0.05,0.46,3.28
410,Yokai Watch 2 Ganso/Honke,Nintendo,2014,2,Role-Playing,3DS,2011,3,2016,0,5,0.09,0.0,3.18,0.01,3.28
411,Gears of War: Ultimate Edition,Microsoft Game Studios,2015,1,Shooter,XOne,2013,2,2016,0,3,2.61,0.33,0.0,0.34,3.28
412,True Crime: Streets of LA,Activision,2003,13,Action,PS2,2000,3,2013,3,13,1.89,1.05,0.02,0.31,3.27
413,Professor Layton and the Unwound Future,Nintendo,2008,8,Puzzle,DS,2004,4,2013,3,9,0.6,1.57,0.82,0.27,3.26
414,Gran Turismo (PSP),Sony Computer Entertainment,2009,7,Racing,PSP,2004,5,2014,2,10,0.5,1.58,0.31,0.87,3.25
415,FIFA 16,Electronic Arts,2015,1,Sports,XOne,2013,2,2016,0,3,0.89,2.12,0.0,0.24,3.25
